TRANSACTION_ID,TRANSACTION_LINE_ID,LINE_KEY,CLIENT_NAME,CLIENT_GROUP,ASSET_REFERENCE_ID,ASSET_NAME,ASSET_CATEGORY,ASSET_FAMILY,ASSET_SUBFAMILY,ASSET_UNIT_WEIGHT_KG,ASSET_DESCRIPTION,BATCH_SIZE,ASSET_SUPPLIERS,ASSET_SUPPLIERS_COUNT,YEAR
124846,1,3554_1689927252984_74639,FabFitFun,Group - FabFitFun,11328,105.411,Hair Accessories,Hair Accessories,Hair Sets,0.019600000000000003,"SUM-FA-672 Core Scrunchies S/3 - Pink, Grey, Black",3000,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Li Fu Enterprises Corp.""]",2,2023
101688,1,2881_1685338431415_46050,SLG BRANDS LIMITED,Group - SLG,10917,105.001,Textiles,Textile Accessories,Socks,0.17839999999999998,Fatface one step clser to advntr sock trio,12,"[""SHANGHAI BRIGHT LIFE I/E CO., LTD"",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",2,2023
103541,16,4483_1686135064934_65502,"MAERSK CONTRACT LOGISTICS(GUANGDONG) CO., LTD",Group - Rituals,11240,105.323,Packaging,Secondary,Boxes / Paper Bags - Non-Foldable Box,0.352,Classic Home Set Sakura 2023 CN - Box + Sleeve + Inlay,2500,"[""Xiamen Thinker Packaging Products Co.,Ltd."",""Dongguan QY Packing Products Limited""]",2,2023
142215,11,3554_1700558665751_98652,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10336,104.421,Hair Accessories,Hair Accessories,Elastics,0.4885959999999999,"XM727 / ADCW20ETRE9-TRANSPAREN
Elastic with 100pcs in set
with 3%rebate",4628,"[""YIWU HANJI KNITTED GOODS FACTORY"",""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",3,2024
83916,1,4475_1675994804944_91777,Oriflame Cosmetics Global S.A.,Group - Oriflame,8817,103.005,Beauty Accessories,Hair,Hair Brushes,0.04,46401.1StylerPRO Detangler,32346,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
130452,1,3006_1693277020447_71654,Okaidi France SAS,Group - Okaidi,11632,105.712,Hair Accessories,Hair Accessories,Hairbands,0.018,1hairband in one set,160,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
137036,13,3554_1697101562671_28173,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10387,104.472,Hair Accessories,Hair Accessories,Soft Headbands,0.027327999999999998,XX308 / ADLS21BANDO-BLACK,11,"[""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",2,2023
70012,1,3173_1666230504052_7766,Concept 4 SRL - Kiabi,Group - Kiabi,9167,103.354,Fashion Accessories,Eyewear,Sunglasses,0.021,ZT394 / JBOS23GTDYE-MULTICO,1810,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
94051,11,3554_1681808320243_11207,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,5867,100.900,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.05046799999999999,XX307 / ADLS21BARIS,6699,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
103541,4,4483_1686135064934_28141,"MAERSK CONTRACT LOGISTICS(GUANGDONG) CO., LTD",Group - Rituals,11225,105.308,Packaging,Secondary,Boxes / Paper Bags - Non-Foldable Box,0.3552,The Rituals of Jing - Medium Gift Set 2022 CN - Box + Sleeve + Inlay,2502,"[""Xiamen Thinker Packaging Products Co.,Ltd."",""Dongguan QY Packing Products Limited""]",2,2023
69886,4,3173_1666161196360_97573,Concept 4 SRL - Kiabi,Group - Kiabi,9139,103.326,Fashion Accessories,Eyewear,Sunglasses,0.027,ZT361/ JBOS23BTDYE-TIEDYE,1216,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
140801,40,3554_1699412549794_66324,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,12222,106.200,Hair Accessories,Hair Accessories,Elastics,0.01514,"TYAJOELA7
Elastic with 6PCS
with 3%rebate",2688,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
88748,1,2870_1679365180832_35246,The Body Shop International Limited,Group - The Body Shop,10163,104.249,Bags,Pouches,Cos Pouch,0.444,GC VANITY CASE CBB MEDIUM XM23 A0X,9972,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""WFL Printing Limited""]",2,2023
90699,1,3006_1679648805036_97343,Okaidi France SAS,Group - Okaidi,9834,103.920,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.009,2clips in one set,3000,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
84184,13,3554_1676279167596_72994,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,8967,103.154,Hair Accessories,Hair Accessories,Elastics,0.24373400000000003,"XL792 / ADLW202FINE
with 3% rebate",2404,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
99009,1,2881_1683776767935_67346,MI HUB T/A Dimensions,Group - Dimensions,11054,105.138,Textiles,Textile Accessories,Woven Scarves,0.164,Male Winter Scarf,14200,"[""HANGZHOU IN-CHOICE IMPORT AND EXPORT CO., LTD.""]",1,2023
73459,2,4483_1668396507349_45786,Rituals Cosmetic Trade B.V.,Group - Rituals,5166,100.337,Packaging,Secondary,Accessories - Metal Hardware,0.0026,"Alu Sticker 60mm

Material: 0.25mm Thickness Silk screen color Aluminium
H24 hardness and 0.5mm strong self-adhesion backing",1420800,"[""Dongguanshi longmao La Chain Limited""]",1,2023
80424,61,2881_1673324331877_26071,NEWORCH,Group - Orchestra,9768,103.855,Textiles,Textile Accessories,Knitted Hats,0.06299999999999997,ORIBBEDBBGA-AZ  CAP,170,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
83454,6,2881_1675416823322_51123,NEWORCH,Group - Orchestra,9827,103.913,Textiles,Textile Accessories,Knitted Set,0.2,EQUO-AT HATS/SCARF,500,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""JIANGSU FSD KNITTING CO.,LTD""]",2,2023
93366,5,3554_1681266940123_42953,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10385,104.470,Hair Accessories,Hair Accessories,Claw Clips,0.018595999999999994,XL812 / ADLW201CRAB,18564,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
92306,6,3554_1680593258993_97628,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10321,104.406,Hair Accessories,Hair Accessories,Claw Clips,0.040667,"AUF91 / ICLW23CRME2
Hair clip 1pc
with 3%rebate",855,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
134738,16,3554_1695713011300_54159,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11917,105.896,Hair Accessories,Hair Accessories,Scrunchies,0.020096999999999997,"BAV85 / ICLS24CHPON
Elastic 1pc
with 7.5%rebate",1483,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
94164,6,3554_1681869877262_66884,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10499,104.584,Hair Accessories,Hair Accessories,Claw Clips,0.03446699999999999,XM881 / ADCW20CGRA2,1417,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
138852,1,2870_1698219646863_49086,"Atlantic Trim Accessories,LLC C/O Milagros Javier",Group - Atlantic Trim,12090,106.069,Bags,Small Goods,Trinket,0.002,NUBUCK BROWN W/NICKEL RLX LOGO FINDING,100,"[""Shanghai Langyide Garments Accessories Co. Ltd""]",1,2023
77339,2,4804_1671180127316_21272,Rituals Cosmetic Trade B.V.,Group - Rituals,9675,103.762,Sundries,Home,Bathroom,0.30803319825097847,"Dumeure Toothbrush Holder Ivory
paper box",2502,"[""Dongguan Xingyi Printing Co., Ltd."",""Guangdong ShengYiLong House Product Technology Limited""]",2,2023
97118,5,3180_1682772832582_97208,SLG BRANDS LIMITED,Group - SLG,10819,104.903,Cosmetics,Toiletries,Body - Bath Foam,0.312,"SUPERDRY - Essentials Pack Travel Trio
65ml Re-Charge Body Wash
65ml Re-Charge Shampoo & Conditioner
65ml Re-Charge Face Hydrator",6144,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd.""]",1,2023
99567,1,3006_1684144823210_92600,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,11089,105.173,Hair Accessories,Hair Accessories,Elastics,0.011,3elastics in one set,1200,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
105245,1,3554_1687232059717_82208,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10386,104.471,Hair Accessories,Hair Accessories,Claw Clips,0.018595999999999994,XL812 / ADLW201CRAB,8184,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
99366,1,3006_1684119816514_70977,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,11068,105.152,Hair Accessories,Hair Accessories,Claw Clips,0.016,1clip in one set,800,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
96215,1,4475_1682479988869_49104,Oriflame Cosmetics Global S.A.,Group - Oriflame,9823,103.909,Beauty Accessories,Hands & Feet,Foot Bath,0.0426,46728.1Feet Up Wintertime Foot File,13248,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
85777,1,3180_1677571749345_56994,Avon Cosmetics Ltd,Group - Avon,9986,104.072,Home Fragrance,Scented Items,Incense Sticks / Cones,0.01297,Festive Spice Car Diffuser Refill,810,"[""Ningbo New Beauty Commodity Co., Ltd."",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
147741,1,3554_1704421263224_97284,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10499,104.584,Hair Accessories,Hair Accessories,Claw Clips,0.03446699999999999,XM881 / ADCW20CGRA2,5588,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
119842,6,3554_1688719514515_52899,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10780,104.864,Hair Accessories,Hair Accessories,Elastics,0.013727999999999997,"XL791 / ADLW20ECOOL-REAL BLACK
set of 10 items
with 3%rebate",3413,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
77528,16,35897_1671566013862_62922,Rituals Cosmetic Trade B.V.,Group - Rituals,9706,103.793,Bags,Pouches,Toiletry Pouch,0.156,"Vellore Medium Cotton
Velvet Pouch Sand Stripe",400,"[""IRIS HOME EXPORTS PVT LTD""]",1,2023
128913,1,4484_1692353903175_10640,Mary Kay Inc.,Group - Mary Kay,4537,10149099,Beauty Accessories,Face,Face Cleansing,0.0000615,10149099 DISPFACIALCLOTH-NWN LATAM PK30,20070,"[""SHOUGUANG YONGDEFU NON-WOVEN CO., LTD""]",1,2023
120564,1,2895_1689218688270_29432,The Body Shop International Limited,Group - The Body Shop,11393,105.474,Beauty Accessories,Face,Blenders & Sponges,0.007,BEAUTY BLENDER AOX,3960,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
68579,1,4804_1665306793360_3083,Rituals Cosmetic Trade B.V.,Group - Rituals,4733,100.114,Sundries,Home,Bathroom,0.31,Enume Soap Dispenser Antique,2502,"[""Guangdong ShengYiLong House Product Technology Limited""]",1,2023
99401,1,4475_1684122470504_340,Oriflame Cosmetics Global S.A.,Group - Oriflame,9049,103.236,Beauty Accessories,Hair,Scalp Massager,0.047,46492.1Duologi Scalp Massager,11844,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
93727,21,3554_1681453937040_10400,NWBEEZ ltd,Group - Sergent Major,10211,104.297,Hair Accessories,Hair Accessories,Elastics,0.009460999999999999,"SYAJOELA4
Elastic with 4PCS in set
with 7.5%rebate",3908,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
143378,1,3006_1701251789129_65033,Okaidi France SAS,Group - Okaidi,12171,106.150,Hair Accessories,Hair Accessories,Hairbands,0.01,1hairband in one set,3000,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2024
78720,13,3554_1672305045016_42781,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,8986,103.173,Hair Accessories,Hair Accessories,Claw Clips,0.017766999999999995,XL812 / ADLW201CRAB,64,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
144760,16,3554_1702362840361_17682,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12481,106.459,Hair Accessories,Hair Accessories,Soft Headbands,0.011866999999999999,"BAM89 / ICCS24STGLI-PARMEE
Headband 1pc",57,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
98189,19,3554_1683354506869_33540,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10333,104.418,Hair Accessories,Hair Accessories,Elastics,0.48939599999999994,"XM727 / ADCW20ETRE9-MULTICO
Elastic with 100pcs in set
with 3%rebate",487,"[""New ChaoQi Hair Accessories Co.LTD.DongGuan"",""Chic Accessories Factory"",""YIWU HANJI KNITTED GOODS FACTORY""]",3,2023
143640,1,4475_1701398769182_31019,Oriflame India Private Limited,Group - Oriflame,11805,105.784,Beauty Accessories,Hands & Feet,Sets - Hands & Feet,0.029,41244.1Festive Feet Heel Cushions,7752,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
86982,4,2881_1678343425101_8627,VERTBAUDET S.A.S,Group - Verbaudet,10028,104.114,Textiles,Textile Accessories,Knitted Hats,0.082,"hat,dark pink,",180,"[""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",1,2023
134465,11,3554_1695635064890_80474,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11877,105.856,Hair Accessories,Hair Accessories,Hair Sets,0.016197,"BAV22/ICCS24POPAP
set of 1 pcs
with 7.5%rebate",2928,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
79562,16,3554_1672805213468_56858,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9743,103.830,Hair Accessories,Hair Accessories,Hairbands,0.038475999999999996,XM801 / ADCW20SDEU9,64,"[""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",2,2023
60547,1,3173_1660715584704_54370,NEWORCH,Group - Orchestra,8506,102.696,Fashion Accessories,Eyewear,Sunglasses,0.018,SUNGLASS,17600,"[""Zhejiang Outlook Optical Manufactory Co.,Ltd""]",1,2023
134480,1,3554_1695635848545_48729,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11879,105.858,Hair Accessories,Hair Accessories,Elastics,0.053677,"BAV46/ICCS24TOPAP
set of 4pcs
with 7.5%rebate",6734,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
142465,5,3554_1700705979551_80562,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12230,106.208,Hair Accessories,Hair Accessories,Soft Headbands,0.041665999999999995,AZU22 / ICCS24SDEU9,115,"[""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",2,2023
72537,1,4475_1667803460731_55633,Oriflame Cosmetics Global S.A.,Group - Oriflame,8816,103.004,Beauty Accessories,Hair,Hair Brushes,0.072,46359.1StylerPRO Flexi Vent Brush,21114,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
80303,7,4484_1673256416276_11545,Douglas Cosmetics GmbH,Group - Nocibe Douglas,7308,102.103,Beauty Accessories,Face,Blenders & Sponges,0.020300000000000002,98392 TRAVEL 3 MINI BLENDER KIT,11952,"[""Sure Fashion Products Co Ltd"",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",2,2023
133548,1,3554_1695019942010_12403,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,5867,100.900,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.05046799999999999,XX307 / ADLS21BARIS,4154,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
86090,1,3180_1677726306149_4772,Avon Cosmetics Ltd,Group - Avon,8895,103.082,Home Fragrance,Oil,Essential Oils,0.081,Vanilla & Tonka Bean Fragrance Oil 10ml ,4860,"[""Ramesh Flowers Private Limited""]",1,2023
144310,36,3554_1702027296174_59956,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12477,106.455,Hair Accessories,Hair Accessories,Elastics,0.393697,"AZT71 / ICCS24ELAS9
set of 16 items
with 3%rebate",56,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
90523,1,3006_1679475230195_4491,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,10016,104.102,Hair Accessories,Hair Accessories,Elastics,0.008,3elastics in one set,3500,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
84050,21,15447_1676040436787_74596,SLG BRANDS LIMITED,Group - SLG,9564,103.651,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.0942,RET 12 PLT KHAKI,2100,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
126986,1,2881_1691030986190_65312,NEWORCH,Group - Orchestra,11523,105.603,Textiles,Textile Accessories,Cut & Sew Hat / Cap,0.137,OLIPEAU-BA  HAT,810,"[""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",1,2024
73459,1,4483_1668396507349_41034,Rituals Cosmetic Trade B.V.,Group - Rituals,5165,100.336,Packaging,Secondary,Accessories - Metal Hardware,0.0012501,"Alu Sticker 42mm

Material: 0.25mm Thickness Silk screen color Aluminium
H24 hardness and 0.5mm strong self-adhesion backing",1536000,"[""Dongguanshi longmao La Chain Limited""]",1,2023
84126,11,3554_1676260263412_46563,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,8971,103.158,Hair Accessories,Hair Accessories,Elastics,0.09415699999999999,XL787 / ADLW20TORTL,3903,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
133915,11,3554_1695285071852_32931,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11838,105.817,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.023677000000000004,"BAV84/ICLS24HBZIG
set of 2pcs
with 7.5%rebate",1200,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
140602,7,3554_1699261741816_35182,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,12182,106.161,Hair Accessories,Hair Accessories,Soft Headbands,0.026139999999999997,KRESERETTE,360,"[""Chic Accessories Factory""]",1,2023
133953,1,3554_1695288605999_15890,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11846,105.825,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.018777,"BAY24/ICCS24CLFLO
set of 3 pcs
with 7.5%rebate",5727,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
73941,1,3006_1668570437216_4824,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,9128,103.315,Hair Accessories,Hair Accessories,Elastics,0.012,4elastics in one set,2000,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
77528,10,35897_1671566013862_60920,Rituals Cosmetic Trade B.V.,Group - Rituals,9697,103.784,Textiles,Home Textile,Cushion Cover,0.145,"Vellore Cushion Cover
Mocha Stripes 50 x 30cm",800,"[""IRIS HOME EXPORTS PVT LTD""]",1,2023
74450,1,3173_1668997053861_59440,Concept 4 SRL - Kiabi,Group - Kiabi,9172,103.359,Fashion Accessories,Eyewear,Sunglasses,0.024,ADX72 / JBOS23GBAI2-BL_FRUIT,1530,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
103599,4,4483_1686210405201_32852,"MAERSK CONTRACT LOGISTICS(GUANGDONG) CO., LTD",Group - Rituals,11232,105.315,Packaging,Secondary,Boxes / Paper Bags - Foldable Box,0.046,"Mehr Shower Foam Value Pack CN - Box
Carton for 6 foamed sets
Box- 400gsm One-side coated artcard",2502,"[""Dongguan QY Packing Products Limited""]",1,2023
92002,6,3554_1680490048582_29865,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10283,104.369,Hair Accessories,Hair Accessories,Claw Clips,0.090867,"AEK78 / ICCW234CRLE
Hair clip with 4 pcs in set
with 3%rebate",865,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
67323,1,4475_1664422181421_57558,Oriflame Cosmetics Global S.A.,Group - Oriflame,5331,100.478,Beauty Accessories,Hands & Feet,Foot Bath,0.043,37559.1 Comfort Foot File,95040,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
83654,11,15447_1675780978263_25849,GROUPE NOCIBE (C4HK),Group - Nocibe Douglas,9857,103.943,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.0688,NOCIBE SMALL PAL INTERS 23,12420,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
101009,1,3006_1684906943487_45118,Okaidi France SAS,Group - Okaidi,9870,103.956,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.008,2clips in one set,2500,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
94782,1,2900_1682039800014_60170,Rituals Cosmetic Trade B.V.,Group - Rituals,5477,100.624,Packaging,Secondary,Boxes / Paper Bags,0.069,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",164400,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
105225,2,52715_1687229624561_49700,The Body Shop International Limited,Group - The Body Shop,11209,105.292,Packaging,Secondary,Accessories - Tags,0.0032,"GC TAG COLLECTION HEMP AR24 A0X

230gsm Coated paper
(FSC MIX CREDIT)",14300,"[""WING FAIT BNG (CHINA) PRINTING LIMITED""]",1,2023
85159,5,3554_1677138100277_77611,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9944,104.030,Hair Accessories,Hair Accessories,Soft Headbands,0.013666000000000001,"AAI18 / ICLS23STTRA
Headband 1pc",296,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
145383,11,3554_1702885070899_69380,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12516,106.494,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.019097,"BJN40 / ICCS24CRFL2
set of 3pcs
with 7.5%rebate",6222,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
87532,1,2900_1678700946714_65448,Rituals Cosmetic Trade B.V.,Group - Rituals,10051,104.137,Packaging,Secondary,Accessories - Ribbons / Cords / Elastics,0.01,"Ribbon Easter Egg Sakura 2024

Ribbon: 25mm Grosgrain Ribbon + 2mm Round Elastic band and 6mm Flat Elastic band",168000,"[""YangZhou Bestpak Gifts & Crafts Co., Ltd.""]",1,2023
139424,10,61100_1698390344597_20719,TAPE à l'oeil,Group - TAO,12124,106.103,Textiles,Textile Accessories,Cut & Sew Hat / Cap,0.057,CAP APATOCHE BBG/ Bébé garçon Chapeau-casquette,1899,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
65719,17,2881_1663814867741_63916,NEWORCH,Group - Orchestra,8829,103.017,Textiles,Textile Accessories,Cut & Sew Hat / Cap,0.028999999999999998,TROIE-AW BOB,1076,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
102030,4,3006_1685414591762_14601,Okaidi France SAS,Group - Okaidi,11182,105.266,Hair Accessories,Hair Accessories,Hairbands,0.012999999999999998,1hairband in one set,5426,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
83773,4,3006_1675916634280_59145,Okaidi France SAS,Group - Okaidi,9863,103.949,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.008,6clips in one set,7393,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
97148,5,3180_1682821209319_93562,SLG BRANDS LIMITED,Group - SLG,10825,104.909,Cosmetics,Toiletries,Hand - Cream,0.23,"Laura Ashley Hand Cream Trio
50ml Tube Hand Cream - Garden Bloom
50ml Tube Hand Cream - Heritage Bloom
50ml Tube Hand Cream - Royal Bloom
Hand Care Trio - Box, top and bottom insert",216,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd.""]",1,2023
69886,13,3173_1666161196360_59056,Concept 4 SRL - Kiabi,Group - Kiabi,9139,103.326,Fashion Accessories,Eyewear,Sunglasses,0.027,ZT361/ JBOS23BTDYE-TIEDYE,728,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
86827,1,2881_1678267407588_21927,VERTBAUDET S.A.S,Group - Verbaudet,10029,104.115,Textiles,Textile Accessories,Knitted Scarves / Snood,0.075,"Snood,dark pink,",598,"[""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",1,2023
140242,4,3006_1698994615495_96769,JACADI,Group - Jacadi,12042,106.021,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.008,2clips in one set,1142,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
102083,4,3006_1685426982701_45372,Okaidi France SAS,Group - Okaidi,11184,105.268,Hair Accessories,Hair Accessories,Hairbands,0.013,1hairband in one set,3888,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
76880,19,3554_1670920606507_13834,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9649,103.736,Hair Accessories,Hair Accessories,Soft Headbands,0.026466999999999997,"ZS295 / ICCS23HBGLI
2pcs headband in set
with3%rebate",64,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
